incident_id,supplier_id,warehouse_location,region,incident_type,product_category,shipment_status,severity,inventory_level,delivery_delay,transportation_cost,order_quantity,demand_forecast,resolution_time_days,timestamp,incident_description
INC00121,S003,"Los Angeles, CA",West,Weather Disruption,Automotive Parts,Delayed,medium,228.72,2.86,1207.56,232,213,5,2025-07-29,"Hurricane warning at Los Angeles, CA port resulting in 2-day suspension of loading operations."
INC00256,S018,"San Jose, CA",West,Port Congestion,Automotive Parts,Critical Delay,critical,228.4,10.84,2236.6,103,143,21,2025-07-30,"Customs inspection backlog at San Jose, CA customs facility delaying Automotive Parts clearance by 10 days."
INC00455,S010,"Philadelphia, PA",Northeast,Port Congestion,Industrial Equipment,In-Transit,critical,325.8,49.99,1045.2,74,99,122,2025-07-30,"Customs inspection backlog at Philadelphia, PA customs facility delaying Industrial Equipment clearance by 49 days."
INC00240,S006,"Philadelphia, PA",Northeast,Supplier Delay,Consumer Goods,In-Transit,high,65.36,0.04,1955.36,222,193,1,2025-07-31,Quality control issues at S006 facility halted production for 0 days pending inspection.
INC00599,S020,"Austin, TX",South,Port Congestion,Automotive Parts,Critical Delay,critical,81.12,1.0,1945.72,209,202,2,2025-08-02,"Labor strike at Austin, TX port operations causing significant 1-day shipping delays."
INC00014,S017,"New York, NY",Northeast,Quality Issue,Raw Materials,Delivered,high,120.55,0.79,836.2,104,125,1,2025-08-03,"Product recall risk identified for Raw Materials batch from S017 — proactive hold at New York, NY."
INC00326,S013,"Phoenix, AZ",Southwest,Demand Spike,Medical Supplies,On-Time,high,189.7,7.36,740.2,195,265,16,2025-08-04,"B2B bulk order from key account straining Medical Supplies availability across Phoenix, AZ distribution network."
INC00363,S013,"Dallas, TX",South,Demand Spike,Pharmaceuticals,In-Transit,high,66.88,3.25,920.7,202,195,5,2025-08-06,"Seasonal demand surge for Pharmaceuticals exceeding forecast by 39.7% at Dallas, TX fulfillment center."
INC00513,S013,"San Diego, CA",West,Port Congestion,Consumer Goods,In-Transit,high,61.61,1.17,1581.43,213,251,1,2025-08-08,"Vessel berthing delays at San Diego, CA port increasing transit times by 1 days."
INC00132,S012,"Los Angeles, CA",West,Weather Disruption,Electronics,Delayed,critical,45.55,4.5,100.0,195,261,8,2025-08-10,"Severe weather event impacting Los Angeles, CA region causing 4-day operational disruption."
INC00168,S012,"Philadelphia, PA",Northeast,Weather Disruption,Electronics,Critical Delay,critical,35.12,1.0,896.33,115,99,2,2025-08-10,"Winter storm affecting ground transportation near Philadelphia, PA, 1-day delivery delay expected."
INC00434,S004,"San Diego, CA",West,Customs Delay,Raw Materials,Delayed,high,219.59,7.37,2132.17,142,176,9,2025-08-10,"Tariff classification dispute for S004 shipment adding 7-day delay at San Diego, CA customs."
INC00570,S016,"New York, NY",Northeast,Port Congestion,Raw Materials,Critical Delay,critical,187.65,37.03,1390.55,161,120,61,2025-08-11,"Vessel berthing delays at New York, NY port increasing transit times by 37 days."
INC00305,S009,"Los Angeles, CA",West,Supplier Delay,Consumer Goods,Delayed,medium,289.95,2.2,1168.89,404,464,4,2025-08-17,"S009 labor dispute affecting production capacity, estimated 2-day delay on outstanding orders."
INC00575,S020,"Los Angeles, CA",West,Weather Disruption,Food & Beverage,Critical Delay,critical,50.5,16.29,349.14,187,204,22,2025-08-17,"Severe weather event impacting Los Angeles, CA region causing 16-day operational disruption."
INC00508,S011,"New York, NY",Northeast,Demand Spike,Medical Supplies,Delayed,medium,154.83,3.76,1986.21,178,207,6,2025-08-19,"Seasonal demand surge for Medical Supplies exceeding forecast by 9.8% at New York, NY fulfillment center."
INC00033,S015,"Dallas, TX",South,Weather Disruption,Electronics,In-Transit,high,686.47,10.55,1604.9,102,120,24,2025-08-19,"Hurricane warning at Dallas, TX port resulting in 10-day suspension of loading operations."
INC00191,S019,"Philadelphia, PA",Northeast,Customs Delay,Industrial Equipment,On-Time,critical,74.83,30.13,2173.11,304,270,74,2025-08-20,New import regulations requiring additional certification for Industrial Equipment category — 30-day processing time.
INC00009,S015,"Chicago, IL",Midwest,Demand Spike,Medical Supplies,Critical Delay,critical,9.27,9.49,1631.18,270,363,16,2025-08-20,"Flash sale event triggering 31.1% above-forecast demand for Medical Supplies — inventory risk at Chicago, IL."
INC00452,S008,"Austin, TX",South,Supplier Delay,Medical Supplies,Delayed,high,53.27,9.99,1496.19,324,229,17,2025-08-23,Quality control issues at S008 facility halted production for 9 days pending inspection.
INC00113,S018,"Phoenix, AZ",Southwest,Stockout Risk,Automotive Parts,On-Time,medium,265.26,4.53,100.0,136,128,10,2025-08-25,"Inventory for Automotive Parts at Phoenix, AZ warehouse approaching critical threshold — current level at 265 units."
INC00566,S016,"Austin, TX",South,Supplier Delay,Automotive Parts,On-Time,high,131.52,0.27,1455.63,163,123,1,2025-08-29,Quality control issues at S016 facility halted production for 0 days pending inspection.
INC00075,S009,"Austin, TX",South,Port Congestion,Medical Supplies,Critical Delay,critical,242.13,6.06,2865.46,232,275,10,2025-08-31,"Vessel berthing delays at Austin, TX port increasing transit times by 6 days."
INC00557,S003,"Chicago, IL",Midwest,Demand Spike,Electronics,Delayed,critical,23.78,13.17,1376.11,244,260,22,2025-09-01,"Seasonal demand surge for Electronics exceeding forecast by 25.0% at Chicago, IL fulfillment center."
INC00587,S019,"Seattle, WA",Northwest,Quality Issue,Pharmaceuticals,Delivered,critical,27.31,4.07,1740.94,237,194,5,2025-09-03,"Product recall risk identified for Pharmaceuticals batch from S019 — proactive hold at Seattle, WA."
INC00442,S013,"Philadelphia, PA",Northeast,Port Congestion,Pharmaceuticals,Critical Delay,critical,259.04,11.21,1798.93,291,282,14,2025-09-04,"Vessel berthing delays at Philadelphia, PA port increasing transit times by 11 days."
INC00334,S002,"San Antonio, TX",South,Customs Delay,Medical Supplies,On-Time,high,258.54,7.61,1231.61,302,404,15,2025-09-06,"Customs documentation error for S002 shipment causing 7-day clearance delay at San Antonio, TX."
INC00357,S009,"Austin, TX",South,Demand Spike,Consumer Goods,Critical Delay,critical,222.84,16.31,1756.99,271,302,36,2025-09-06,"Unexpected Consumer Goods demand increase at Austin, TX region — 302 units ordered vs 222 in stock."
INC00448,S018,"San Jose, CA",West,Supplier Delay,Medical Supplies,Critical Delay,critical,556.7,19.87,1768.72,229,199,36,2025-09-06,S018 reported production line shutdown due to equipment failure causing 19-day delivery delay.
INC00543,S016,"San Diego, CA",West,Supplier Delay,Raw Materials,Critical Delay,critical,715.26,8.49,955.35,321,409,15,2025-09-07,Quality control issues at S016 facility halted production for 8 days pending inspection.
INC00225,S003,"San Diego, CA",West,Quality Issue,Automotive Parts,In-Transit,medium,212.32,0.21,1583.61,236,308,1,2025-09-09,Batch quality failure detected for Automotive Parts from S003 — 0-day hold pending quality review.
INC00209,S010,"Seattle, WA",Northwest,Port Congestion,Industrial Equipment,Delayed,high,74.24,10.75,881.05,157,196,19,2025-09-12,"Vessel berthing delays at Seattle, WA port increasing transit times by 10 days."
INC00043,S006,"San Jose, CA",West,Demand Spike,Pharmaceuticals,On-Time,medium,201.8,2.23,2043.07,151,191,4,2025-09-13,"Flash sale event triggering 12.4% above-forecast demand for Pharmaceuticals — inventory risk at San Jose, CA."
INC00181,S013,"Phoenix, AZ",Southwest,Customs Delay,Automotive Parts,Delayed,high,605.89,9.64,1801.45,268,315,14,2025-09-13,"Tariff classification dispute for S013 shipment adding 9-day delay at Phoenix, AZ customs."
INC00084,S002,"Houston, TX",South,Demand Spike,Medical Supplies,Delayed,high,308.02,9.47,1312.19,72,56,23,2025-09-15,"B2B bulk order from key account straining Medical Supplies availability across Houston, TX distribution network."
INC00395,S006,"Seattle, WA",Northwest,Stockout Risk,Medical Supplies,Critical Delay,critical,4.03,10.11,762.27,239,233,17,2025-09-15,"Safety stock breach detected at Seattle, WA for Medical Supplies category; replenishment order placed with S006."
INC00550,S017,"San Jose, CA",West,Quality Issue,Medical Supplies,Delayed,high,523.6,9.32,1781.56,77,57,13,2025-09-16,Material specification deviation in S017 Medical Supplies delivery requiring re-inspection and approval.
INC00530,S014,"Phoenix, AZ",Southwest,Customs Delay,Industrial Equipment,On-Time,low,556.08,2.03,2157.88,149,151,4,2025-09-18,Trade compliance review triggered for Industrial Equipment shipment from S014 — 2-day estimated hold.
INC00548,S010,"San Diego, CA",West,Stockout Risk,Automotive Parts,On-Time,high,109.92,1.5,1709.79,74,53,3,2025-09-18,"Demand surge exceeding supply at San Diego, CA — Automotive Parts inventory at 109 units vs 53 forecasted demand."
INC00460,S008,"San Jose, CA",West,Quality Issue,Medical Supplies,On-Time,critical,11.91,0.18,1628.34,184,165,1,2025-09-20,Batch quality failure detected for Medical Supplies from S008 — 0-day hold pending quality review.
INC00218,S015,"Philadelphia, PA",Northeast,Stockout Risk,Industrial Equipment,In-Transit,medium,348.72,5.34,806.66,225,219,10,2025-09-21,"Inventory for Industrial Equipment at Philadelphia, PA warehouse approaching critical threshold — current level at 348 units."
INC00551,S008,"Seattle, WA",Northwest,Demand Spike,Consumer Goods,On-Time,critical,195.21,81.67,2196.84,135,170,120,2025-09-22,"Unexpected Consumer Goods demand increase at Seattle, WA region — 170 units ordered vs 195 in stock."
INC00421,S012,"Chicago, IL",Midwest,Transportation Issue,Automotive Parts,Delayed,critical,94.57,22.2,2116.45,146,193,39,2025-09-23,"Route disruption due to road construction near Chicago, IL increasing delivery time by 22 days."
INC00233,S008,"Los Angeles, CA",West,Stockout Risk,Electronics,Critical Delay,critical,164.95,25.3,489.13,125,145,52,2025-09-23,"Inventory for Electronics at Los Angeles, CA warehouse approaching critical threshold — current level at 164 units."
INC00249,S009,"San Antonio, TX",South,Demand Spike,Raw Materials,Delayed,high,60.11,2.76,1095.91,222,252,5,2025-09-23,"Seasonal demand surge for Raw Materials exceeding forecast by 30.2% at San Antonio, TX fulfillment center."
INC00146,S008,"Chicago, IL",Midwest,Stockout Risk,Automotive Parts,Critical Delay,critical,78.01,19.3,1281.83,195,173,45,2025-09-24,"Inventory for Automotive Parts at Chicago, IL warehouse approaching critical threshold — current level at 78 units."
INC00264,S009,"Austin, TX",South,Customs Delay,Food & Beverage,Critical Delay,critical,217.5,2.34,1650.78,199,257,5,2025-09-24,"Customs documentation error for S009 shipment causing 2-day clearance delay at Austin, TX."
INC00408,S007,"San Jose, CA",West,Customs Delay,Electronics,Delayed,medium,322.36,6.69,1710.87,285,217,13,2025-09-28,Trade compliance review triggered for Electronics shipment from S007 — 6-day estimated hold.
INC00187,S002,"San Jose, CA",West,Transportation Issue,Food & Beverage,On-Time,high,107.42,6.16,1579.78,143,134,9,2025-09-30,"Fuel price spike increasing transportation costs by 31.8% for San Jose, CA region shipments."
INC00524,S008,"Dallas, TX",South,Demand Spike,Food & Beverage,Critical Delay,critical,121.12,2.69,2305.02,13,15,4,2025-10-02,"Unexpected Food & Beverage demand increase at Dallas, TX region — 15 units ordered vs 121 in stock."
INC00285,S013,"Chicago, IL",Midwest,Stockout Risk,Automotive Parts,On-Time,high,149.01,0.37,691.72,122,115,1,2025-10-05,"Chicago, IL distribution center reporting Automotive Parts stock depletion risk within 0 days at current consumption rate."
INC00004,S012,"San Jose, CA",West,Demand Spike,Electronics,Delayed,critical,34.55,2.83,1989.87,78,62,4,2025-10-05,"B2B bulk order from key account straining Electronics availability across San Jose, CA distribution network."
INC00467,S005,"Seattle, WA",Northwest,Stockout Risk,Raw Materials,On-Time,critical,13.68,3.87,1156.28,66,47,9,2025-10-07,"Demand surge exceeding supply at Seattle, WA — Raw Materials inventory at 13 units vs 47 forecasted demand."
INC00232,S006,"Dallas, TX",South,Supplier Delay,Electronics,On-Time,low,1133.96,2.61,1692.81,233,255,4,2025-10-07,S006 reported production line shutdown due to equipment failure causing 2-day delivery delay.
INC00137,S016,"San Diego, CA",West,Customs Delay,Food & Beverage,Critical Delay,critical,50.61,5.25,655.49,137,157,9,2025-10-08,Trade compliance review triggered for Food & Beverage shipment from S016 — 5-day estimated hold.
INC00505,S017,"Philadelphia, PA",Northeast,Stockout Risk,Raw Materials,In-Transit,critical,269.88,15.13,1744.73,236,301,26,2025-10-10,"Safety stock breach detected at Philadelphia, PA for Raw Materials category; replenishment order placed with S017."
INC00390,S015,"Philadelphia, PA",Northeast,Customs Delay,Food & Beverage,On-Time,medium,1240.8,4.16,1435.62,235,227,6,2025-10-10,Trade compliance review triggered for Food & Beverage shipment from S015 — 4-day estimated hold.
INC00430,S012,"San Antonio, TX",South,Customs Delay,Raw Materials,On-Time,low,402.51,2.22,786.35,331,396,5,2025-10-10,New import regulations requiring additional certification for Raw Materials category — 2-day processing time.
INC00242,S004,"San Antonio, TX",South,Transportation Issue,Automotive Parts,In-Transit,high,89.03,1.68,2082.54,150,161,2,2025-10-11,"Fuel price spike increasing transportation costs by 38.9% for San Antonio, TX region shipments."
INC00177,S011,"Seattle, WA",Northwest,Transportation Issue,Food & Beverage,Delayed,medium,157.5,2.33,2030.46,123,128,3,2025-10-12,"Carrier capacity constraints impacting shipments from S011 to Seattle, WA — 2-day estimated delay."
INC00562,S020,"Los Angeles, CA",West,Quality Issue,Raw Materials,Delayed,medium,182.19,5.51,1298.92,227,161,12,2025-10-16,"Product recall risk identified for Raw Materials batch from S020 — proactive hold at Los Angeles, CA."
INC00008,S002,"Houston, TX",South,Supplier Delay,Food & Beverage,On-Time,critical,39.05,3.42,1993.53,102,93,6,2025-10-20,"S002 labor dispute affecting production capacity, estimated 3-day delay on outstanding orders."
INC00027,S014,"Austin, TX",South,Quality Issue,Industrial Equipment,In-Transit,high,301.15,9.21,905.68,154,112,12,2025-10-22,"S014 reported defect rate of 14.3% in recent Industrial Equipment shipment, return and rework initiated."
INC00140,S007,"Philadelphia, PA",Northeast,Customs Delay,Medical Supplies,Critical Delay,critical,81.61,17.73,1988.32,124,161,23,2025-10-23,New import regulations requiring additional certification for Medical Supplies category — 17-day processing time.
INC00101,S008,"San Jose, CA",West,Quality Issue,Consumer Goods,Critical Delay,critical,94.1,2.37,1112.06,113,88,5,2025-10-23,"S008 reported defect rate of 27.0% in recent Consumer Goods shipment, return and rework initiated."
INC00554,S019,"San Jose, CA",West,Supplier Delay,Medical Supplies,In-Transit,high,79.2,0.17,1873.24,306,377,1,2025-10-23,Quality control issues at S019 facility halted production for 0 days pending inspection.
INC00378,S010,"Philadelphia, PA",Northeast,Quality Issue,Pharmaceuticals,On-Time,medium,164.47,1.75,3106.87,161,117,2,2025-10-24,Batch quality failure detected for Pharmaceuticals from S010 — 1-day hold pending quality review.
INC00440,S004,"Los Angeles, CA",West,Customs Delay,Medical Supplies,Delayed,critical,17.88,1.0,1512.53,218,299,2,2025-10-26,"Customs documentation error for S004 shipment causing 1-day clearance delay at Los Angeles, CA."
INC00090,S014,"New York, NY",Northeast,Quality Issue,Raw Materials,In-Transit,low,459.26,2.53,2088.93,226,308,5,2025-10-29,Material specification deviation in S014 Raw Materials delivery requiring re-inspection and approval.
INC00139,S003,"Austin, TX",South,Port Congestion,Pharmaceuticals,Critical Delay,critical,75.3,10.58,1559.25,189,155,23,2025-10-29,"Port congestion at Austin, TX terminal causing 10-day backlog for incoming shipments."
INC00544,S020,"New York, NY",Northeast,Transportation Issue,Industrial Equipment,Critical Delay,critical,323.21,7.95,2055.96,112,99,11,2025-10-30,"Route disruption due to road construction near New York, NY increasing delivery time by 7 days."
INC00185,S003,"San Antonio, TX",South,Customs Delay,Consumer Goods,Delayed,critical,232.95,32.97,1659.95,167,180,65,2025-10-31,"Customs documentation error for S003 shipment causing 32-day clearance delay at San Antonio, TX."
INC00029,S005,"Philadelphia, PA",Northeast,Port Congestion,Consumer Goods,On-Time,low,310.84,1.48,948.35,323,437,3,2025-10-31,"Customs inspection backlog at Philadelphia, PA customs facility delaying Consumer Goods clearance by 1 days."
INC00046,S020,"Los Angeles, CA",West,Customs Delay,Pharmaceuticals,Delayed,critical,10.98,1.0,426.9,228,253,1,2025-11-02,"Tariff classification dispute for S020 shipment adding 1-day delay at Los Angeles, CA customs."
INC00500,S016,"Dallas, TX",South,Demand Spike,Electronics,Critical Delay,critical,245.98,0.04,981.37,188,230,1,2025-11-02,"Unexpected Electronics demand increase at Dallas, TX region — 230 units ordered vs 245 in stock."
INC00142,S014,"Philadelphia, PA",Northeast,Supplier Delay,Food & Beverage,On-Time,critical,3.93,1.07,1695.68,99,98,2,2025-11-03,Quality control issues at S014 facility halted production for 1 days pending inspection.
INC00450,S020,"Austin, TX",South,Demand Spike,Electronics,In-Transit,critical,17.63,4.87,1755.53,201,247,7,2025-11-03,"B2B bulk order from key account straining Electronics availability across Austin, TX distribution network."
INC00303,S008,"Chicago, IL",Midwest,Supplier Delay,Pharmaceuticals,Critical Delay,critical,627.82,67.3,1009.69,32,38,80,2025-11-04,S008 reported production line shutdown due to equipment failure causing 67-day delivery delay.
INC00115,S012,"Dallas, TX",South,Port Congestion,Raw Materials,In-Transit,critical,20.64,15.86,2200.67,220,175,37,2025-11-05,"Port congestion at Dallas, TX terminal causing 15-day backlog for incoming shipments."
INC00393,S011,"Los Angeles, CA",West,Weather Disruption,Electronics,In-Transit,critical,17.81,1.5,312.42,259,286,2,2025-11-05,"Severe weather event impacting Los Angeles, CA region causing 1-day operational disruption."
INC00287,S011,"Chicago, IL",Midwest,Transportation Issue,Industrial Equipment,Delayed,critical,25.72,17.19,2097.63,139,158,36,2025-11-05,"Carrier capacity constraints impacting shipments from S011 to Chicago, IL — 17-day estimated delay."
INC00521,S020,"Phoenix, AZ",Southwest,Supplier Delay,Raw Materials,On-Time,critical,5.79,0.91,1331.39,233,220,1,2025-11-06,Quality control issues at S020 facility halted production for 0 days pending inspection.
INC00446,S006,"Philadelphia, PA",Northeast,Customs Delay,Industrial Equipment,Critical Delay,critical,23.79,5.67,1391.76,309,334,13,2025-11-06,"Tariff classification dispute for S006 shipment adding 5-day delay at Philadelphia, PA customs."
INC00405,S015,"Seattle, WA",Northwest,Stockout Risk,Electronics,Delayed,critical,163.19,14.15,1254.02,140,133,28,2025-11-08,"Inventory for Electronics at Seattle, WA warehouse approaching critical threshold — current level at 163 units."
INC00054,S013,"Seattle, WA",Northwest,Stockout Risk,Raw Materials,Delivered,high,50.83,3.38,723.03,191,191,6,2025-11-09,"Inventory for Raw Materials at Seattle, WA warehouse approaching critical threshold — current level at 50 units."
INC00355,S015,"Phoenix, AZ",Southwest,Transportation Issue,Raw Materials,Delayed,low,618.49,0.6,1720.37,347,266,1,2025-11-09,"Fuel price spike increasing transportation costs by 25.5% for Phoenix, AZ region shipments."
INC00143,S020,"Chicago, IL",Midwest,Quality Issue,Automotive Parts,Delayed,high,669.56,8.5,755.1,134,129,17,2025-11-09,"Product recall risk identified for Automotive Parts batch from S020 — proactive hold at Chicago, IL."
INC00044,S011,"San Diego, CA",West,Customs Delay,Raw Materials,Critical Delay,critical,733.38,12.11,2362.41,200,230,18,2025-11-10,Trade compliance review triggered for Raw Materials shipment from S011 — 12-day estimated hold.
INC00585,S003,"Chicago, IL",Midwest,Demand Spike,Raw Materials,Delayed,medium,261.9,1.23,1765.19,165,148,2,2025-11-10,"Unexpected Raw Materials demand increase at Chicago, IL region — 148 units ordered vs 261 in stock."
INC00097,S020,"Austin, TX",South,Transportation Issue,Raw Materials,On-Time,critical,18.91,1.62,1868.5,260,215,2,2025-11-13,"Fuel price spike increasing transportation costs by 27.3% for Austin, TX region shipments."
INC00018,S001,"Los Angeles, CA",West,Supplier Delay,Consumer Goods,On-Time,high,86.02,6.34,1026.45,259,195,9,2025-11-16,"S001 labor dispute affecting production capacity, estimated 6-day delay on outstanding orders."
INC00580,S018,"Houston, TX",South,Stockout Risk,Raw Materials,Critical Delay,critical,67.84,5.57,1470.66,87,106,7,2025-11-17,"Safety stock breach detected at Houston, TX for Raw Materials category; replenishment order placed with S018."
INC00016,S006,"Phoenix, AZ",Southwest,Weather Disruption,Consumer Goods,In-Transit,medium,247.17,1.0,3523.38,126,125,1,2025-11-18,"Hurricane warning at Phoenix, AZ port resulting in 1-day suspension of loading operations."
INC00463,S013,"Austin, TX",South,Stockout Risk,Raw Materials,Critical Delay,critical,22.9,2.72,1423.47,320,335,3,2025-11-21,"Demand surge exceeding supply at Austin, TX — Raw Materials inventory at 22 units vs 335 forecasted demand."
INC00352,S003,"Phoenix, AZ",Southwest,Supplier Delay,Pharmaceuticals,In-Transit,medium,164.74,0.52,1699.19,215,192,1,2025-11-24,Supplier S003 experiencing raw material shortage resulting in 0-day shipment delay for Pharmaceuticals components.
INC00260,S015,"Philadelphia, PA",Northeast,Port Congestion,Industrial Equipment,In-Transit,high,152.91,9.77,2227.86,211,224,19,2025-11-24,"Port congestion at Philadelphia, PA terminal causing 9-day backlog for incoming shipments."
INC00148,S008,"San Diego, CA",West,Demand Spike,Raw Materials,On-Time,high,80.78,3.81,1617.51,121,107,5,2025-11-25,"B2B bulk order from key account straining Raw Materials availability across San Diego, CA distribution network."
INC00038,S008,"New York, NY",Northeast,Transportation Issue,Pharmaceuticals,In-Transit,high,98.87,0.12,857.46,238,323,1,2025-11-26,"Carrier capacity constraints impacting shipments from S008 to New York, NY — 0-day estimated delay."
INC00274,S009,"San Jose, CA",West,Stockout Risk,Food & Beverage,Delayed,critical,97.79,28.56,1762.16,295,269,53,2025-11-26,"Safety stock breach detected at San Jose, CA for Food & Beverage category; replenishment order placed with S009."
INC00594,S009,"Chicago, IL",Midwest,Weather Disruption,Electronics,In-Transit,high,68.62,7.13,2946.03,217,290,17,2025-11-30,"Flooding at Chicago, IL warehouse facility causing 7-day shutdown and inventory relocation."
INC00236,S012,"Phoenix, AZ",Southwest,Weather Disruption,Automotive Parts,Delayed,high,178.64,9.25,724.11,151,113,13,2025-12-01,"Hurricane warning at Phoenix, AZ port resulting in 9-day suspension of loading operations."
INC00312,S005,"Los Angeles, CA",West,Supplier Delay,Electronics,Delivered,high,145.27,4.24,747.99,227,216,7,2025-12-03,Supplier S005 experiencing raw material shortage resulting in 4-day shipment delay for Electronics components.
INC00561,S017,"Austin, TX",South,Stockout Risk,Consumer Goods,Delayed,high,122.13,0.85,2238.52,334,275,2,2025-12-04,"Inventory for Consumer Goods at Austin, TX warehouse approaching critical threshold — current level at 122 units."
INC00272,S009,"Philadelphia, PA",Northeast,Port Congestion,Raw Materials,Delayed,critical,289.95,52.72,1371.93,319,236,113,2025-12-06,"Vessel berthing delays at Philadelphia, PA port increasing transit times by 52 days."
INC00371,S002,"San Antonio, TX",South,Demand Spike,Electronics,On-Time,critical,37.02,2.65,1660.28,240,270,3,2025-12-07,"Unexpected Electronics demand increase at San Antonio, TX region — 270 units ordered vs 37 in stock."
INC00253,S019,"Dallas, TX",South,Stockout Risk,Electronics,Critical Delay,critical,8.28,23.7,1841.39,330,294,37,2025-12-10,"Dallas, TX distribution center reporting Electronics stock depletion risk within 23 days at current consumption rate."
INC00124,S012,"Los Angeles, CA",West,Demand Spike,Consumer Goods,In-Transit,high,78.25,6.41,2021.76,308,365,13,2025-12-11,"Unexpected Consumer Goods demand increase at Los Angeles, CA region — 365 units ordered vs 78 in stock."
INC00266,S005,"Dallas, TX",South,Weather Disruption,Pharmaceuticals,Delayed,low,491.85,1.91,1195.73,181,177,3,2025-12-11,"Flooding at Dallas, TX warehouse facility causing 1-day shutdown and inventory relocation."
INC00265,S006,"Austin, TX",South,Demand Spike,Automotive Parts,Delayed,medium,202.54,0.62,1236.85,293,385,1,2025-12-11,"Seasonal demand surge for Automotive Parts exceeding forecast by 15.7% at Austin, TX fulfillment center."
INC00337,S015,"New York, NY",Northeast,Demand Spike,Raw Materials,On-Time,medium,214.06,0.82,2737.51,114,86,1,2025-12-14,"Flash sale event triggering 24.7% above-forecast demand for Raw Materials — inventory risk at New York, NY."
INC00099,S015,"Phoenix, AZ",Southwest,Transportation Issue,Pharmaceuticals,On-Time,low,412.87,0.19,2010.84,120,159,1,2025-12-17,"Fuel price spike increasing transportation costs by 25.0% for Phoenix, AZ region shipments."
INC00414,S014,"Philadelphia, PA",Northeast,Supplier Delay,Pharmaceuticals,Delayed,medium,1158.7,4.63,2316.4,95,74,9,2025-12-18,S014 reported production line shutdown due to equipment failure causing 4-day delivery delay.
INC00342,S003,"Los Angeles, CA",West,Weather Disruption,Pharmaceuticals,In-Transit,high,132.86,12.45,1200.98,279,229,15,2025-12-18,"Flooding at Los Angeles, CA warehouse facility causing 12-day shutdown and inventory relocation."
INC00208,S009,"Austin, TX",South,Quality Issue,Consumer Goods,Delayed,critical,224.22,15.78,1109.15,161,210,33,2025-12-21,"Product recall risk identified for Consumer Goods batch from S009 — proactive hold at Austin, TX."
INC00383,S005,"San Diego, CA",West,Customs Delay,Automotive Parts,Critical Delay,critical,349.82,22.08,1348.05,102,81,35,2025-12-22,"Customs documentation error for S005 shipment causing 22-day clearance delay at San Diego, CA."
INC00323,S020,"Houston, TX",South,Stockout Risk,Food & Beverage,Delivered,medium,357.57,5.31,1676.13,91,93,7,2025-12-22,"Safety stock breach detected at Houston, TX for Food & Beverage category; replenishment order placed with S020."
INC00309,S007,"San Diego, CA",West,Demand Spike,Raw Materials,On-Time,high,91.19,4.77,994.04,189,161,7,2025-12-22,"Seasonal demand surge for Raw Materials exceeding forecast by 33.3% at San Diego, CA fulfillment center."
INC00402,S013,"San Antonio, TX",South,Quality Issue,Electronics,Delayed,critical,255.66,37.5,1381.6,187,242,89,2025-12-22,Material specification deviation in S013 Electronics delivery requiring re-inspection and approval.
INC00494,S012,"San Diego, CA",West,Transportation Issue,Electronics,Delayed,critical,320.79,17.29,1066.96,214,161,21,2025-12-24,"Route disruption due to road construction near San Diego, CA increasing delivery time by 17 days."
INC00223,S017,"Philadelphia, PA",Northeast,Weather Disruption,Pharmaceuticals,Delayed,medium,264.1,1.0,1344.57,184,163,1,2025-12-25,"Flooding at Philadelphia, PA warehouse facility causing 1-day shutdown and inventory relocation."
INC00522,S012,"Los Angeles, CA",West,Supplier Delay,Industrial Equipment,Critical Delay,critical,33.4,1.26,2956.03,234,203,2,2025-12-27,Supplier S012 experiencing raw material shortage resulting in 1-day shipment delay for Industrial Equipment components.
INC00268,S016,"Chicago, IL",Midwest,Transportation Issue,Pharmaceuticals,Critical Delay,critical,594.18,12.8,2978.93,175,216,23,2025-12-28,"Fuel price spike increasing transportation costs by 19.3% for Chicago, IL region shipments."
INC00538,S017,"Los Angeles, CA",West,Stockout Risk,Medical Supplies,Delayed,critical,15.12,7.62,1950.68,249,264,14,2025-12-30,"Inventory for Medical Supplies at Los Angeles, CA warehouse approaching critical threshold — current level at 15 units."
INC00117,S015,"Los Angeles, CA",West,Port Congestion,Food & Beverage,On-Time,high,133.34,4.73,2220.73,167,168,9,2025-12-30,"Customs inspection backlog at Los Angeles, CA customs facility delaying Food & Beverage clearance by 4 days."
INC00116,S017,"Phoenix, AZ",Southwest,Customs Delay,Electronics,Delayed,high,67.55,7.4,1736.67,166,193,9,2025-12-30,"Tariff classification dispute for S017 shipment adding 7-day delay at Phoenix, AZ customs."
INC00392,S004,"Phoenix, AZ",Southwest,Transportation Issue,Consumer Goods,In-Transit,medium,538.1,6.97,861.96,130,108,15,2026-01-03,"Route disruption due to road construction near Phoenix, AZ increasing delivery time by 6 days."
INC00156,S020,"San Diego, CA",West,Port Congestion,Automotive Parts,Delayed,medium,171.19,3.18,1799.84,242,287,6,2026-01-05,"Port congestion at San Diego, CA terminal causing 3-day backlog for incoming shipments."
INC00012,S004,"Austin, TX",South,Demand Spike,Food & Beverage,Critical Delay,critical,168.99,52.01,1093.85,248,174,111,2026-01-06,"B2B bulk order from key account straining Food & Beverage availability across Austin, TX distribution network."
INC00373,S010,"San Antonio, TX",South,Port Congestion,Industrial Equipment,Critical Delay,critical,277.75,4.61,1338.88,128,130,6,2026-01-06,"Labor strike at San Antonio, TX port operations causing significant 4-day shipping delays."
